STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EXPENDITURE,Expenditure,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,12.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,14.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,10.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,11.81,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,10.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,6.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,10.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,8.77,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,3.55,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,3.86,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,4.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,3.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,2.89,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,3.63,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,EST,Estonia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,2.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,2.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SVK,Slovak Republic,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,3.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,6.05,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CZE,Czechia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,12.07,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,OECD,OECD,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,4.36,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,1.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,BEL,Belgium,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,4.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SVN,Slovenia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,15.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NOR,Norway,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,5.33,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ESP,Spain,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,4.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,11.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,KOR,Korea,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,6.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ITA,Italy,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,5.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISL,Iceland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,2.78,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,5.84,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,USA,United States,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,0,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,GRC,Greece,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,7.46,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,5.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,3.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,0.67,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,7.66,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,0.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,7.46,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,4.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,5.41,,A,Normal value,0,Units,_Z,Not applicable,,
